Q_G1_R1,Q_G2_R1,Q_G1_R2,Q_G2_R2,Q_G1_R3,Q_G2_R3,P_G1_R1,P_G2_R1,P_G1_R2,P_G2_R2,P_G1_R3,P_G2_R3,c_G1_R1,c_G2_R1,c_G1_R2,c_G2_R2,c_G1_R3,c_G2_R3,Y_G1_R1,Y_G2_R1,Y_G1_R2,Y_G2_R2,Y_G1_R3,Y_G2_R3
5.878249880216836,10.905077326652577,5.878249880216836,10.905077326652577,5.878249880216836,10.905077326652577,0.8977346205130203,0.5946035575013605,0.8977346205130203,0.5946035575013605,0.8977346205130203,0.5946035575013605,1.0366146496280777,1.189207115002721,1.0366146496280777,1.189207115002721,1.0366146496280777,1.189207115002721,5.0907137260606135,5.452538663326288,5.0907137260606135,5.452538663326289,5.0907137260606135,5.452538663326288
