Date,y,k,n,w,rk,x,c,s,s1,s2,i,i1,i2,r,r1,r2,v,ns,ni,nr,cs,ci,cr,tau,tau1,tau2,lambtilde,lamtau,lami,lams,lamr,dd,pop,Rb,pie,mc,F,Kf,rr,pbreve,yF,kF,nF,wF,rkF,xF,cF,sF,sF1,sF2,iF,iF1,iF2,rF,rF1,rF2,vF,nsF,niF,nrF,csF,ciF,crF,tauF,tauF1,tauF2,lambtildeF,lamtauF,lamiF,lamsF,lamrF,ddF,popF,RbF,pieF,mcF,FF,KfF,rrF,pbreveF,y_n,yF_n,c_n,cF_n,w_n,wF_n,n_n,nF_n,x_n,xF_n,rr_n,rrF_n,Rb_n,RbF_n,k_n,kF_n,cs_n,csF_n,ci_n,ciF_n,cr_n,crF_n,ns_n,nsF_n,ni_n,niF_n,nr_n,nrF_n,i_total,iF_total,v_total,vF_total
2022-03-21,1105.2403912785871,178140.27988884924,27.651206837809426,19.701415536045996,0.0015290383671814362,205.13146497464956,688.1858493808606,72.28580271725944,0.5966873526134842,0.4488706902835955,0.2356291139912335,7.35583189444596e-05,0.04565465641935751,9062.909035649856,0.40120864956841623,0.5050822539965695,0.00011936775244527458,27.46076239613235,28.07451564795029,28.07451564795029,684.8441155744354,696.6410317389798,696.6410317389798,0.019129605605715125,3.204186044351427e-05,0.01909756374527161,0.00143545951851811,-84.82959584601767,15205.809332270315,15290.638928116332,15291.374520761308,0.29415367996337777,99.71584632003643,1.0003752818355218,-0.014323663952531263,0.7393338770557509,78.38627814056967,78.37570014786878,1.0003772529401647,0.9999875048739142,1106.2955294584654,178156.68920326832,27.68908960563064,19.73047101801,0.0015332579106593076,206.0625139265781,688.3099386088105,0.7222443065308577,0.5956375408853358,0.4481463368830191,0.002349875269263366,7.388000607203574e-05,0.04551990526382659,90.8192431081721,0.40225228034826377,0.5059401507334571,0.0001191577709813492,27.498438332152958,28.111703293335275,28.111703293335275,684.9679215201639,696.7455194364641,696.7455194364641,0.019057678511950154,3.215625042881701e-05,0.019025522261521335,0.0014352442493046906,-84.83130069314913,15205.890060441023,15290.72136113417,15291.453687222986,0.0029486038800265054,0.9971513961199723,1.0003715702936211,-0.05898107071166114,0.7407407407407407,1.5878042966866226,1.5878042966866226,1.00038078605246,1.0,-0.909482161230124,-0.8148835657927678,-1.3270103752820672,-1.3092182990383505,0.15112683875520005,0.29882887844945305,-1.2456898649663373,-1.1103942656048527,-0.43156377009588853,0.02035660305832465,1.9807060982700575,1.9994368024387255,1.9702578036433938,1.9505867696456347,-0.23012184134545421,-0.2209315824030056,-1.8061525510571608,-1.7884010921898397,-0.11469523999066977,-0.09971365689207534,-0.11469523999066977,-0.09971365689207534,-1.9258485852416074,-1.791291670882289,0.2661273141081777,0.3989403333402697,0.2661273141081777,0.3989403333402697,93.15384928846177,93.33094646104391,2.290346421830344,2.2906657621206885
2022-03-28,1106.398326720386,178140.0937691599,27.69469446357478,19.696943867932255,0.0015310990940106167,205.36035710546054,689.1148926918484,72.66714121028471,0.596539621078981,0.4330517462578942,0.2002280574145881,6.517322345284671e-05,0.03874214701386069,9291.463094033923,0.40136456023511813,0.527781749168274,0.00011933747052269684,27.53757081552817,28.068461585732823,28.068461585732823,686.403704348012,696.633137584012,696.633137584012,0.015847338089681896,2.8394063980616906e-05,0.01581894402570128,0.0014354757849563233,-84.95906237444184,15205.808327673174,15290.767390047617,15291.37351238216,0.29737010224203725,99.71262989775778,1.0003778854621277,-0.010245364075500696,0.7395539416297007,78.39798608882737,78.39041836613326,1.0003791940599442,0.99998775449959,1107.2902217320675,178157.24920408282,27.72640298704731,19.72163451187652,0.0015346322063064081,206.1254114336591,689.2417333753317,0.7260993306799213,0.5954899369158132,0.4323956417422755,0.0019957284430671845,6.541646438164285e-05,0.03860623957371083,93.09807886260916,0.4024081409954599,0.5285726476306317,0.00011912750817706717,27.569294031023208,28.09933233592308,28.09933233592308,686.5332391426651,696.74008482142,696.74008482142,0.01577917160208912,2.847646134562498e-05,0.015750695140743495,0.0014352554442971413,-84.96078978010807,15205.887725606794,15290.8485153869,15291.451682764082,0.0029806746777281856,0.9971193253222707,1.0003747706433817,-0.04789245345332427,0.7407407407407407,1.5892443191577663,1.5892443191577663,1.0003820968893395,1.0,-0.8056672595516123,-0.7257042585043005,-1.1938029269329409,-1.1756163433863542,0.1283953451921782,0.253908956580573,-1.0903769158043586,-0.9771321891167473,-0.3204621819850817,0.050886324198806676,1.9909964773630717,2.006387028626744,1.984059149297246,1.9675482832923308,-0.23022608020002444,-0.2206179463569269,-1.5825366673356323,-1.5639637985962462,-0.11582711428295145,-0.10049287912445859,-0.11582711428295145,-0.10049287912445859,-1.6515328016851072,-1.538235603488547,0.2445056633315179,0.35475834258242855,0.2445056633315179,0.35475834258242855,94.73858309742995,94.90886362125282,2.3022801688826138,2.3025785129383953
2022-04-04,1107.4984999838794,178140.11436717404,27.73601734367174,19.692512018011556,0.0015330402137904407,205.56686005548602,690.0085630053164,73.12771653275549,0.5963951488367382,0.4200953112612637,0.16781942803679248,5.7750929753426e-05,0.032408867012289976,9485.606169496003,0.40151627228603476,0.5470443446635656,0.00011930792421579618,27.61079252311201,28.06240967295415,28.06240967295415,687.9039045784622,696.6265952415965,696.6265952415965,0.012981599314657527,2.5164318027002636e-05,0.012956434996630524,0.0014354892661730596,-85.06925458821779,15205.807502318441,15290.87675690666,15291.372684098862,0.30010030103557434,99.70989969896424,1.0003801954949212,-0.00680190242861034,0.7397553588559105,78.40807419112107,78.40304909701595,1.0003809535312742,0.9999879993055166,1108.2395194078858,178157.86293388373,27.76202243103736,19.713217089083,0.00153594304318569,206.1797865748518,690.1366559099571,0.7307468795173602,0.5953456188383934,0.419501520152802,0.0016718440461991667,5.792832222748148e-05,0.0322783144794337,95.03274339956143,0.40255976404893357,0.5477676699466807,0.00011909798738316266,27.63697036016292,28.087521493151584,28.087521493151584,688.0368412535234,696.735563206599,696.735563206599,0.012919341679510152,2.5220090036660042e-05,0.012894121589473492,0.0014352647586950735,-85.07095683901522,15205.885758265082,15290.956715104097,15291.450018258494,0.0030078822115300516,0.9970921177884686,1.0003776038716823,-0.038074817143052275,0.7407407407407407,1.5906171263991185,1.5906171263991185,1.0003832969353663,1.0,-0.7070310359280629,-0.6405948117067961,-1.0656673053590748,-1.047301176700699,0.10586626535391552,0.21111942319365085,-0.9427952011723528,-0.8499198891522952,-0.22022804280297237,0.07727938768620213,2.0003247708304084,2.0127502346768855,1.9963057419635,1.9825664017983025,-0.23021454400302677,-0.22027421866379626,-1.3674359908143252,-1.3483753560005307,-0.11676516391861957,-0.101141194187504,-0.11676516391861957,-0.101141194187504,-1.3900267031713875,-1.2965344279895707,0.22289168912197344,0.31257676125566736,0.22289168912197344,0.31257676125566736,96.0367430288957,96.20079778920383,2.3142109613041932,2.3144883116767114
2022-04-11,1108.5029092930147,178140.31496289585,27.77374569510458,19.688334043161046,0.0015347996851201686,205.74688153010268,690.832950839835,73.6264195345579,0.5962535660242133,0.40957693456387756,0.13907226888471008,5.1179247634255115e-05,0.026790868824256915,9648.222984201517,0.4016642650780755,0.5631580333420761,0.00011927902976734764,27.67781704104782,28.056670080682785,28.056670080682785,689.2878694987729,696.621278179038,696.621278179038,0.010540680480143661,2.2303782757542116e-05,0.010518376697386119,0.001435500222752294,-85.1617369004744,15205.806845748797,15290.968582649271,15291.372025358754,0.30238509198676555,99.70761490801306,1.0003821946551688,-0.0039402118330644775,0.7399335815702707,78.41662153052425,78.41371016038171,1.0003825013035417,0.9999882392966991,1109.109217580847,178158.52116439206,27.794660608622376,19.705520542479427,0.0015371430892127465,206.22499543205572,690.9611452257142,0.7357792905492394,0.5952042121204021,0.4090384878620444,0.001384800454881503,5.130175533743732e-05,0.02666997399088131,96.6524083040368,0.40270763513451274,0.5638164479058552,0.00011906912376767869,27.699007671220937,28.07670393123763,28.07670393123763,689.4223314468321,696.7318774110873,696.7318774110873,0.010485369884981341,2.2337594223696585e-05,0.010463032290757644,0.00143527235141844,-85.16338113390793,15205.884135662516,15291.047516796425,15291.448664405963,0.0030306392309678927,0.9970693607690309,1.0003800527355755,-0.029588294413751548,0.7407407407407407,1.5918737946969637,1.5918737946969637,1.00038436098617,1.0,-0.6169805461435196,-0.562621872062008,-0.9474654964794271,-0.9290848173079791,0.08462774630348946,0.17199442663162756,-0.8080510889122094,-0.7333549692058017,-0.1328477049420962,0.09922324313564879,2.008531378635281,2.0183926559915744,2.006905414274196,1.9955488643350838,-0.23010219765027262,-0.21990556774634795,-1.169001285500848,-1.1497219550442583,-0.11752753132148186,-0.10166966838179858,-0.11752753132148186,-0.10166966838179858,-1.1506534248292177,-1.0749726027823647,0.2023931452956651,0.2739426115629717,0.2023931452956651,0.2739426115629717,97.09081107691007,97.24933477770196,2.3261388642809284,2.3263952240534795
2022-04-18,1109.3918932599674,178140.66832482757,27.807137412327812,19.684544719073937,0.0015363474573879083,205.8998791965976,691.568937140293,74.13523176807676,0.5961145458084576,0.4010965656391799,0.11419623344359,4.535912636804398e-05,0.02193206416135712,9782.874154347008,0.4018089621132041,0.5764784533214967,0.00011925071320484266,27.737260340420924,28.051440845691484,28.051440845691484,690.5235243668002,696.6170389493393,696.6170389493393,0.008500138427248638,1.9769502550916432e-05,0.008480368924697721,0.0014355089584202963,-85.23846430215647,15205.806342130061,15291.044806432217,15291.371520226146,0.3042747829938011,99.70572521700602,1.0003838903772304,-0.0015939493863692533,0.7400872511954312,78.42376139358119,78.42258350117228,1.0003838312472646,0.9999884745128022,1109.8810727048167,178159.2152077759,27.823628691362853,19.698703742018296,0.0015382071400163713,206.2615678042916,691.6964279774481,0.7409177632873555,0.595065385892285,0.4006062575095066,0.0011365974780296062,4.5436263361644135e-05,0.02182322429335924,97.99289421838121,0.40285218320969063,0.5770767589741214,0.00011904084242408042,27.754086778800367,28.067109882054606,28.067109882054606,690.6581226767262,696.7289327052162,696.7289327052162,0.008452015738230656,1.978538569292548e-05,0.00843223035253773,0.0014352784175579699,-85.24003049678332,15205.882824247323,15291.122854744106,15291.447585553911,0.0030494518576764545,0.9970505481423222,1.0003821291765733,-0.022391836474611182,0.7407407407407407,1.592988349709191,1.592988349709191,1.00038528107687,1.0,-0.5372785353132681,-0.4934210678440243,-0.8419388154900398,-0.8236590120573317,0.06536491330619842,0.137341574080585,-0.6887949559721052,-0.6298975308469568,-0.0585844104172617,0.11697504885297416,2.0155835318499182,2.0232719361295226,2.015897085225382,2.006558225565236,-0.22990429251116273,-0.21951685934257226,-0.991831469989124,-0.9725325877892321,-0.11813535763532945,-0.10209188417152903,-0.11813535763532945,-0.10209188417152903,-0.9383559270681241,-0.8782615042844055,0.1837173060410091,0.2396781501950107,0.1837173060410091,0.2396781501950107,97.94082491963493,98.09453635152504,2.338063935601413,2.338299308295887
2022-04-25,1110.159875071874,178141.14890796828,27.835979610957406,19.681209982918126,0.001537677401110817,206.0275081309147,692.2092900178824,74.63591369828777,0.595977799196771,0.39429583544997354,0.09308442459401005,4.020326570891347e-05,0.01781281960462374,9893.338132025194,0.401950737579996,0.5873830756225235,0.00011922290916169153,27.788691083827715,28.046822073604606,28.046822073604606,691.5987153113296,696.6137258470234,696.6137258470234,0.006818253891731221,1.7523702524891483e-05,0.006800730189206329,0.0014355157857162256,-85.30152660936523,15205.805973017166,15291.107499626532,15291.37115015672,0.30582272804047916,99.70417727195934,1.0003853055711724,0.00030735831211270437,0.7402171311493004,78.42965529121732,78.42988244490797,1.000384953095992,0.9999887050170372,1110.549283093672,178159.93751681407,27.84870529609666,19.692814916436667,0.001539127230716109,206.29063427790535,692.3355718926898,0.7459795245308412,0.59492884769324,0.3938467361586878,0.0009260913669730519,4.024325354732885e-05,0.01771696226851446,99.0921053289792,0.4029937871970125,0.5879272660927797,0.000119013077178457,27.80177955098425,28.058812147427687,28.058812147427687,691.732507863233,696.7266288165922,696.7266288165922,0.006777046472685291,1.752512186650678e-05,0.006759521350818785,0.0014352831636398357,-85.30300486267679,15205.88178552598,15291.184790388657,15291.446744157558,0.0030648553362192187,0.9970351446637795,1.000383863046404,-0.016382253036562044,0.7407407407407407,1.593952688416572,1.593952688416572,1.0003860611207844,1.0,-0.4684249935561269,-0.43351255022250346,-0.7501241800926595,-0.7320177192668975,0.04841295454449668,0.1074060338308147,-0.5857871037235562,-0.5403382282262115,0.0033651954572722076,0.1310835783503883,2.0215326133245837,2.0274087214737113,2.0234018335849147,2.0157521556667612,-0.22963513540966707,-0.2191123203760026,-0.8376691822734039,-0.8184858307155318,-0.11861039459044598,-0.10242221874392499,-0.11861039459044598,-0.10242221874392499,-0.7546747006153098,-0.7079301750562483,0.16722169144502974,0.21004338367032194,0.16722169144502974,0.21004338367032194,98.62265030880805,98.77224099879356,2.349986226517582,2.350200616013733
2022-05-02,1110.8108606288376,178141.7339793627,27.86042024904822,19.678343962831274,0.0015387992498382575,206.13255090360678,692.755232802154,75.11568482530954,0.5958430704942886,0.3888646288047229,0.07543859439340381,3.5634775497429644e-05,0.014375023368732169,9983.29531733488,0.4020899222035458,0.5962396095299423,0.0001191955598393542,27.832333239326587,28.042839758916564,28.042839758916564,692.5154663486554,696.6111939521238,696.6111939521238,0.005446739787893561,1.5533142642972912e-05,0.005431206645250588,0.001435521003225114,-85.35297002152704,15205.805719432603,15291.15868945413,15291.370896081175,0.3070808823272013,99.70291911767262,1.0003864712080641,0.0018321821005917727,0.7403252211079737,78.43447297791408,78.43582716620917,1.0003858857254855,0.9999889308874219,1111.1166245109437,178160.6818702521,27.869991942928014,19.68782656210818,0.0015399072746305291,206.3135121112905,692.8800354765762,0.7508358804069887,0.5947943388674004,0.38845037630325746,0.0007502470135971407,3.564468307456503e-05,0.014292046610451511,99.98689216448999,0.40313278191221485,0.596736139732685,0.000118985769538648,27.842273685613087,28.051775502492454,28.051775502492454,692.6478776911526,696.7248682018459,696.7248682018459,0.0054118829117313,1.5523056300900604e-05,0.005396359855430399,0.001435286790581859,-85.35435780164451,15205.880980323254,15291.235338124898,15291.446103825414,0.0030773698909171117,0.9970226301090817,1.0003852932406483,-0.011424935664328117,0.7407407407407407,1.5947710139564502,1.5947710139564502,1.0003867122078731,1.0,-0.4100607712076654,-0.38264745763954,-0.671846187691949,-0.6539518165573521,0.03384368967538354,0.08204799262028217,-0.4984991105420611,-0.4643144895428053,0.054351740186020514,0.14218821358891187,2.0264785380932793,2.0308617396093798,2.029583591993611,2.0233364426958556,-0.22930745824550902,-0.2186954351445225,-0.7062242162429566,-0.6872389043011573,-0.11897342100166686,-0.10267465799526088,-0.11897342100166686,-0.10267465799526088,-0.5988098595478997,-0.5633082656675503,0.15299913898771944,0.18491250890162458,0.15299913898771944,0.18491250890162458,99.16732428759741,99.31342928996669,2.3619057825015175,2.3620991929675976
2022-05-09,1111.3545612566722,178142.40401162894,27.880822671289064,19.675926358507493,0.0015397318793316363,206.21818685780778,693.2132974757876,75.56695243331166,0.595710133337337,0.3845410423592794,0.06086502145456268,3.1585930601428115e-05,0.011541285678883972,10056.136795768976,0.402226808428022,0.6033868711488759,0.00011916861409885772,27.868806205846415,28.039470296656546,28.039470296656546,693.284709595341,696.6093114942108,696.6093114942108,0.004337354988296262,1.3768542852713291e-05,0.00432358644544355,0.0014355248824553038,-85.3946875918723,15205.805563244863,15291.200250836735,15291.37073978634,0.30809711170015186,99.70190288829967,1.0003874210179287,0.003043380448630728,0.7404141062550306,78.438378833823,78.44062838235155,1.0003866521859697,0.9999891522104158,1111.5910591486424,178161.44331433618,27.88778586293139,19.683665783567843,0.0015405583617194214,206.33146162668592,693.3365205988796,0.7554104325567654,0.59466163053927,0.38415597787440314,0.0006050935534922467,3.1571801894146e-05,0.011470435031962016,100.71116086238146,0.40326946331641306,0.6038421453074015,0.00011895886777348008,27.876130478572993,28.04589972505007,28.04589972505007,693.4154408797799,696.7235610439081,696.7235610439081,0.004308147889211175,1.374946035686349e-05,0.004294398428854311,0.00143528948339523,-85.39598733831873,15205.880371525502,15291.27635886382,15291.445631139026,0.003087474128657036,0.9970125258713418,1.000386461453878,-0.0073755104930683935,0.7407407407407407,1.595454957032249,1.595454957032249,1.0003872490062429,1.0,-0.3613151976776696,-0.34011193839758036,-0.6061682740446828,-0.58850038105136,0.021553923143957654,0.060896890123141034,-0.42563331682476946,-0.40076477524503273,0.09591844008698391,0.15090070037988568,2.0305434106986153,2.033708717631333,2.034621019837468,2.0295318607905566,-0.22893219759358985,-0.21826897806507262,-0.5959291106876985,-0.5771846876736708,-0.11924333028603407,-0.10286208001468733,-0.11924333028603407,-0.10286208001468733,-0.4685492648342282,-0.44239114795360246,0.1409653452019599,0.1639275894645298,0.1409653452019599,0.1639275894645298,99.60105978642703,99.74424407888782,2.373822643911403,2.3739950797449456
2022-05-16,1111.8034609994104,178143.14263579942,27.897655322895226,19.67391699799822,0.0015404983398160394,206.28755187622417,693.5928322001095,75.98649297788513,0.5955787872298884,0.3811077315556286,0.04894065632327965,2.7997046081874736e-05,0.009228190343018434,10114.868533678016,0.40236165497938453,0.609125198388417,0.00011914202666746741,27.898926190602932,28.03666111074424,28.03666111074424,693.922108193686,696.6079627574989,696.6079627574989,0.0034455148844319515,1.220408078116068e-05,0.0034333108036507906,0.0014355276618451662,-85.42836311463586,15205.80548796156,15291.233851076195,15291.37066470919,0.3089138457582421,99.70108615424157,1.000388188073915,0.003996459298072352,0.7404865243725485,78.44152373599623,78.44447791966822,1.0003872763793458,0.9999893690765719,1111.983138925079,178162.21799148776,27.90248238387813,19.680237351550637,0.0015410951600889962,206.3455732835245,693.7144887184776,0.7596707963079461,0.5945305200960455,0.38074693392258907,0.00048638148713193654,2.796401806382698e-05,0.009168349381362191,101.29493387477157,0.40340409314242265,0.6095452456052931,0.00011893232610785401,27.904098889918828,28.04105235096935,28.04105235096935,694.0510545120306,696.7226277432185,696.7226277432185,0.0034212220689308166,1.2178117116753972e-05,0.0034090439518140625,0.0014352914060493985,-85.42958033112595,15205.87992560411,15291.309505935234,15291.445296543523,0.0030955918342247136,0.9970044081657741,1.000387408211724,-0.004093604841692855,0.7407407407407407,1.5960198429710744,1.5960198429710744,1.0003876872821182,1.0,-0.32106901384597597,-0.3049599584412088,-0.5517500875200421,-0.534306816366592,0.011339442927504884,0.04346863329638406,-0.3655167039456231,-0.3482772004352541,0.1295874162902777,0.1577503350968401,2.033853896431115,2.0360332269223846,2.038689369126323,2.034553099008618,-0.228518521116039,-0.2178351096268183,-0.5045380637228702,-0.48604957148836725,-0.11943671392463662,-0.10299589789156682,-0.11943671392463662,-0.10299589789156682,-0.36097789070381747,-0.3425039645756134,0.1309325383722859,0.14661553917625358,0.1309325383722859,0.14661553917625358,99.94561127487022,100.0863662857809,2.38573684657815,2.385888312355731
2022-05-23,1112.1708147838667,178143.93636379988,27.91141630607111,19.67226659077223,0.0015411225331918913,206.34350796483025,693.9042298959597,76.3747567506374,0.5954488545154953,0.3783866266073314,0.03925444459643698,2.4815479988032768e-05,0.00735457931952674,10162.081454951081,0.40249469086814244,0.6137134546269659,0.0001191157574459777,27.923569389021274,28.03434595543314,28.03434595543314,694.4450857582087,696.6070486725743,696.6070486725743,0.0027319219052442793,1.0816956947095397e-05,0.002721104948297184,0.0014355295455387013,-85.45545225722243,15205.805479090817,15291.26093134804,15291.370656298024,0.3095676582551563,99.70043234174466,1.0003888028390915,0.004739086598193332,0.7405451050929207,78.44404108673247,78.44754436809535,1.0003877810523185,0.9999895815777167,1112.304215040918,178163.00293792284,27.914507491019908,19.677439492540735,0.0015415334359645757,206.35673642526848,694.0244016925727,0.7636208959300064,0.594400828109569,0.37804588606717243,0.0003899916954791649,2.4767891489234012e-05,0.007304476079798616,101.76406518739296,0.40353690295622324,0.6141037489177064,0.0001189061040192091,27.926987047298365,28.0370911430842,28.0370911430842,694.5722685816738,696.7219996818867,696.7219996818867,0.002711833737873981,1.0785882457320524e-05,0.0027010478554166605,0.0014352926998954841,-85.45659409835564,15205.879613264104,15291.33620736246,15291.445074603293,0.003102087978042246,0.9969979120219565,1.0003881706400197,-0.0014505933520814196,0.7407407407407407,1.5964821199113055,1.5964821199113055,1.0003880423526106,1.0,-0.2881338469636785,-0.2761738239177025,-0.5071014774978511,-0.48987108769682486,0.002949683160080596,0.029245861736382217,-0.31637033546031423,-0.30533038921461975,0.1567478533336164,0.16316879475148927,2.036530568140793,2.037916473060064,2.0419501057739264,2.0385969006080584,-0.22807398299167225,-0.21739548973715994,-0.42955285464810755,-0.41131721462223103,-0.11956777661993323,-0.10308595014900668,-0.11956777661993323,-0.10308595014900668,-0.27296646778116607,-0.2607605453629813,0.12266412654693415,0.13246836815785645,0.12266412654693415,0.13246836815785645,100.21880346539464,100.35754965956829,2.397648422322747,2.397778922757652
2022-05-30,1112.4694118602831,178144.77421574685,27.92258667405098,19.67092390955189,0.0015416272061648283,206.3885477513585,694.1577871858478,76.73446613866676,0.5953201777248872,0.3762332140032737,0.03143021037186764,2.199475969907183e-05,0.0058461468803920925,10199.9627036033,0.40262611889569555,0.6173701514646347,0.00011908977090309907,27.9435866322673,28.032455183754543,28.032455183754543,694.870911532227,696.6064860110406,696.6064860110406,0.002162999623762772,9.587019705055448e-06,0.0021534126040577166,0.0014355307050416223,-85.47718722475592,15205.80552421482,15291.282711439575,15291.370702085125,0.31008942714191984,99.6999105728579,1.000389292240523,0.00531136995975956,0.7405922318648298,78.44604568304797,78.4499721447672,1.000388186738136,0.9999897898052241,1112.5653203484949,178163.7958928052,27.924275644327643,19.67517367358336,0.0015418885064567526,206.3656505800176,694.2765928454004,0.7672864368283261,0.5942723956383354,0.37590897348348123,0.0003121607525241549,2.19362513562508e-05,0.005804490023358083,102.14036321420758,0.4036680977174936,0.6177355344245823,0.0001188801656219138,27.945581824794157,28.03387804749983,28.03387804749983,694.9964277592285,696.7216189104503,696.7216189104503,0.0021464648893028313,9.552305611633798e-06,0.0021369125836911977,0.0014352934843098726,-85.47826150990022,15205.879409523497,15291.357671033398,15291.444943865228,0.003107270461394275,0.9969927295386046,1.0003887814399035,0.0006668379481711284,0.7407407407407407,1.5968577551654344,1.5968577551654344,1.0003883282304555,1.0,-0.26136307459531105,-0.25276438254874245,-0.470746100738928,-0.453711589461292,-0.0038757673744838073,0.01772768826409088,-0.27647616410364506,-0.27044412740127033,0.178609643836114,0.16749562217792668,2.038682284217419,2.0394327554743352,2.044545981661905,2.04183660199313,-0.2276047326530306,-0.21695138460804397,-0.3684973967083116,-0.350500715469082,-0.11964845176853922,-0.10314054565694342,-0.11964845176853922,-0.10314054565694342,-0.20147631333106153,-0.19435062573515127,0.11591137055193546,0.12099302678509893,0.11591137055193546,0.12099302678509893,100.43510342777094,100.57219614849858,2.4095573994130572,2.4096669393198433
2022-06-06,1112.710901659636,178145.64733075383,27.931604896266972,19.669840125220706,0.001542032891981999,206.42477756360572,694.3630471729533,77.06912972980373,0.5951926172477153,0.3745310435213677,0.02513698630039522,1.9493821476408694e-05,0.00463752083055087,10230.329744193286,0.4027561187257629,0.6202768556935656,0.00011906403554497744,27.959756205019385,28.03092198830498,28.03092198830498,695.2155964222871,696.606205843559,696.606205843559,0.0017106669235328721,8.496441626872783e-06,0.0017021704819059995,0.0014355312823965453,-85.49459465921248,15205.80561288991,15291.300207549124,15291.37079158573,0.31050481595626306,99.69949518404356,1.0003896794064242,0.0057465436765324895,0.7406299845495332,78.4476343438685,78.45188262123398,1.0003885113278304,0.9999899938490233,1112.776551055141,178164.59513624464,27.932166381505926,19.673349963827103,0.0015421743843016997,206.37285408495154,694.4806200471127,0.7707003135565803,0.5941450818581174,0.3742203255393128,0.00024958154601319133,1.9427426768365258e-05,0.004603082384896521,102.44193857649917,0.4037978589007956,0.6206215268641959,0.00011885447912766708,27.960604183898337,28.03128687103165,28.03128687103165,695.3395823276387,696.721437239129,696.721437239129,0.001697107245258668,8.459301090239856e-06,0.001688647944168428,0.001435293858565134,-85.495609224233,15205.879293458836,15291.37490268307,15291.444886507643,0.0031113950259144233,0.9969886049740845,1.0003892686335738,0.0023558015306512914,0.7407407407407407,1.5971613496848538,1.5971613496848538,1.0003885572390974,1.0,-0.23971226499815979,-0.23382645712529682,-0.44131565459382127,-0.4244579017026351,-0.009385128964267686,0.008456954047986187,-0.24426822761796085,-0.24226292319312615,0.19619517490421234,0.17099212000548647,2.040403906800936,2.040647422297437,2.04659962723579,2.0444207645414103,-0.22711573275968622,-0.21650375748732964,-0.319076025124887,-0.30129876341080664,-0.11968862254948531,-0.1031665939292381,-0.11968862254948531,-0.1031665939292381,-0.1437278392164787,-0.1406993432202297,0.11043567251778352,0.11173882511303912,0.11043567251778352,0.11173882511303912,100.60617012012423,100.74190687302445,2.421463802967555,2.42155238723261
2022-06-13,1112.9054990917352,178146.54860230756,27.938855636009407,19.668971096609585,0.0015423574816764887,206.45394155076923,694.5284806178892,77.38224101396155,0.5950660492846536,0.37318678077567835,0.02009144480857362,1.7276350350288567e-05,0.003672761954708953,10254.67480627766,0.40288484957725046,0.6225826310505155,0.00011903852344954306,27.972762614765205,28.029685739308274,28.029685739308274,695.4933565325097,696.6061516995553,696.6061516995553,0.0013517921853014453,7.529439612084218e-06,0.001344262745689361,0.0014355313939738126,-85.50851969871765,15205.80573645545,15291.314256154168,15291.370916105623,0.310834900684415,99.69916509931541,1.0003899837950323,0.006071830567666581,0.7406601310321391,78.44888749791052,78.45337634315892,1.0003887700272698,0.9999901937970787,1112.9467879641427,178165.39935958263,27.93851371867026,19.671889407393508,0.0015424033929434106,206.37875618749698,694.6449548535688,0.7738954159777153,0.5940187619773416,0.3728871110522717,0.00019942568541336553,1.7204577788483748e-05,0.003644422152497635,102.6836526659723,0.4039263472337565,0.6229101794259665,0.0001188290163716235,27.972688883354948,28.029206710642075,28.029206710642075,695.6159636898342,696.7214150611078,696.7214150611078,0.0013407053514453932,7.490864404301117e-06,0.001333214487041092,0.001435293904253377,-85.5094819987502,15205.879247781857,15291.388729780607,15291.444887894992,0.003114671580378802,0.9969853284196202,1.0003896557603147,0.0036978815201926807,0.7407407407407407,1.5974057405234268,1.5974057405234268,1.0003887399231977,1.0,-0.22226559867202234,-0.21856383769756071,-0.4175955902966155,-0.40089536163149253,-0.013802790959138722,0.0010322909638205147,-0.21837272853783007,-0.2195938618919202,0.21035103634876595,0.17385693219307274,2.04177606810767,2.0416163929118936,2.0482142253584135,2.0464741999242086,-0.22661096341072273,-0.216053341306921,-0.2792504162449472,-0.26167084123118745,-0.11969638578774866,-0.10316977384300374,-0.11969638578774866,-0.10316977384300374,-0.09727637583855087,-0.09753970230376163,0.10602049752954645,0.10430968086454495,0.10602049752954645,0.10430968086454495,100.74134933865437,100.87597740816898,2.433367655312509,2.4334352888697723
